CustomerID,TotalGastado,Frecuencia,DiasDesdeUltimaCompra,Reclamos,CategoriaFavorita,Edad,Genero,TieneMembresia
166,2805.47,5,338,0,4,32,1,0
167,680.22,12,105,2,2,55,1,1
168,409.65,6,284,1,4,54,0,0
169,162.44,5,157,1,0,41,1,0
170,1440.67,2,239,1,1,54,1,0
171,1797.78,12,308,0,3,38,1,1
172,125.09,4,110,2,2,50,0,0
173,1176.45,3,190,2,2,48,1,1
174,485.24,8,56,0,0,39,0,1
175,1654.19,6,258,0,1,44,0,1
176,387.41,2,82,1,4,36,0,1
177,1861.32,7,193,2,1,28,1,1
178,833.44,5,319,0,0,30,0,1
179,4240.52,10,60,0,4,24,1,1
180,321.92,5,284,3,4,44,1,0
181,725.7,10,44,2,2,41,0,1
182,280.67,6,290,0,2,63,0,0
183,3979.29,3,167,1,1,42,0,1
184,3247.5,9,260,0,4,64,1,0
185,547.49,3,235,0,2,40,0,0
186,1718.14,8,156,1,4,68,1,0
187,2649.23,10,295,0,4,54,1,0
188,1315.2,4,193,1,3,39,0,0
189,1231.42,4,173,1,2,39,1,1
190,515.32,7,328,2,2,20,0,0
191,246.59,8,317,0,2,28,0,0
192,3512.68,3,316,0,3,41,0,1
193,3560.16,10,51,2,0,42,1,0
194,1604.0,6,112,1,3,62,0,1
195,721.07,6,45,2,0,35,0,0
196,744.35,4,287,1,1,67,0,1
197,2041.7,7,135,0,2,65,0,1
198,3511.15,7,307,0,0,68,0,0
199,3371.7,5,194,0,4,45,0,0
200,2370.34,7,297,3,0,56,1,0
201,1640.97,9,117,0,0,27,0,0
202,231.84,5,68,0,4,51,1,0
203,364.44,7,266,0,1,43,1,0
204,3532.35,5,99,2,2,53,0,0
205,1498.74,10,321,1,3,41,0,0
206,113.86,6,259,2,1,37,0,0
207,260.5,8,81,0,3,64,0,0
208,1733.74,3,298,1,3,50,1,0
209,107.61,5,72,1,1,53,0,1
210,362.97,5,30,1,0,40,1,1
211,1293.55,8,328,0,1,42,1,0
212,1865.97,4,221,0,3,62,0,0
213,1683.16,5,250,1,1,25,0,0
214,480.92,4,243,1,4,23,1,0
215,1968.13,4,24,0,0,49,1,0
216,506.24,3,329,2,0,25,1,0
217,690.45,11,340,0,3,50,2,0
218,2158.54,4,293,0,0,19,1,0
219,1673.16,3,275,3,3,20,0,0
220,2937.93,7,261,0,4,19,0,0
221,1707.72,5,216,0,3,27,0,0
222,1360.07,7,52,0,4,22,0,1
223,247.54,3,136,3,4,63,1,1
224,787.62,5,238,4,0,66,1,0
225,562.24,10,4,3,0,50,1,0
226,519.55,11,236,0,3,64,0,0
227,5518.46,6,358,1,3,39,1,1
228,849.08,3,200,0,0,21,1,0
229,3439.08,4,73,2,3,36,0,0
230,1596.0,8,41,0,1,27,0,0
231,2475.74,7,247,0,3,20,0,0
232,1147.65,5,31,0,1,25,1,0
233,1390.23,3,95,0,3,35,1,0
234,1117.44,8,60,1,1,19,0,0
235,425.82,7,296,1,4,56,1,1
236,2022.64,8,25,0,2,27,0,0
237,594.37,8,197,0,3,37,1,0
238,136.92,4,317,0,3,69,1,0
239,1655.45,4,327,0,4,47,1,0
240,392.4,5,64,1,0,24,1,1
241,4331.62,6,362,0,0,42,0,0
242,4716.34,3,335,1,0,31,0,0
243,3795.26,5,177,1,4,27,1,0
244,793.43,8,301,1,2,31,0,1
245,123.37,6,190,1,0,50,1,1
246,4053.29,7,52,0,0,26,1,0
247,938.41,5,31,1,3,36,1,0
248,5201.26,10,184,0,4,55,1,0
249,5070.6,3,117,0,4,38,1,0
250,2976.08,7,73,0,1,68,0,0
251,623.16,5,147,1,3,64,0,1
252,829.44,4,124,1,1,48,0,0
253,2957.09,7,326,0,1,20,0,0
254,671.72,8,182,1,2,21,1,0
255,378.58,9,100,0,0,49,1,0
256,1320.61,10,318,2,4,64,0,1
257,4226.94,6,178,0,1,68,1,0
258,1886.24,5,166,0,3,30,1,0
259,1366.17,4,10,1,4,35,1,1
260,253.34,8,163,0,0,27,1,0
261,1531.8,5,46,0,4,34,1,0
262,7015.85,9,280,1,2,41,2,0
263,326.38,9,98,0,0,36,0,0
264,1195.74,2,115,0,0,69,0,0
265,3247.91,6,329,2,4,50,1,1
266,2125.05,5,354,1,3,23,1,0
267,1891.11,4,207,1,1,60,0,1
268,1918.43,3,91,2,1,69,0,0
269,768.24,9,347,3,1,51,0,0
270,621.34,9,127,2,4,57,0,0
271,2586.06,4,237,3,3,66,1,0
272,2591.99,5,27,0,4,69,0,0
273,3126.93,13,26,1,1,53,1,0
274,3766.92,4,172,1,1,65,0,1
275,1174.14,4,145,1,1,36,0,0
276,1144.28,5,154,2,3,53,1,0
277,2501.42,4,358,0,2,18,1,0
278,1674.58,5,312,0,1,60,1,1
279,1915.83,7,222,1,1,30,1,0
280,2482.93,5,82,2,3,42,1,0
281,3410.99,4,220,2,4,29,0,0
282,718.72,9,232,0,0,46,1,0
283,806.41,3,144,0,0,44,0,1
284,248.04,4,258,0,3,43,0,0
285,1395.12,8,329,1,2,25,2,1
286,154.91,4,191,0,4,41,1,0
287,1039.91,8,320,1,1,37,1,0
288,1273.44,6,65,2,4,64,0,0
289,606.45,3,155,2,2,37,0,0
290,1440.45,10,246,1,1,18,0,1
291,146.46,5,137,0,3,41,1,1
292,157.1,4,347,1,3,59,0,1
293,2694.03,2,167,0,1,41,1,1
294,769.88,3,163,2,1,40,0,0
295,303.83,7,161,2,3,51,0,1
296,1207.98,11,334,1,2,26,0,0
297,2304.47,7,1,1,2,49,0,0
298,464.68,7,178,1,3,59,0,0
299,1562.83,3,327,0,4,20,0,0
300,233.82,5,359,2,2,55,1,0
301,179.6,6,244,1,2,50,0,0
302,1236.86,9,180,0,2,30,1,1
303,1266.87,6,290,1,0,55,0,0
304,1621.81,4,238,2,0,26,1,0
305,2042.44,2,117,0,1,18,0,0
306,5685.34,8,348,0,2,30,1,1
307,1189.44,8,7,2,0,54,1,0
308,685.03,5,174,0,2,38,0,1
309,2478.48,5,116,1,2,28,1,0
310,573.78,5,255,0,1,54,0,1
311,966.98,10,79,0,3,30,0,0
312,222.56,2,24,0,3,51,1,0
313,138.52,4,91,0,2,18,0,0
314,5031.07,5,39,0,1,22,0,0
315,2811.65,4,195,1,0,57,0,0
316,1885.96,4,330,0,4,36,0,1
317,888.79,9,204,2,1,38,0,0
318,385.46,12,169,0,2,49,0,0
319,355.18,5,157,0,3,22,1,0
320,532.01,3,200,0,0,21,2,0
321,1295.19,4,273,0,1,69,0,0
322,1980.77,5,271,0,3,51,2,0
323,1719.09,3,4,0,1,19,1,0
324,592.62,8,149,0,4,21,1,0
325,4747.16,3,71,1,1,40,0,0
326,2108.53,12,46,0,4,32,0,0
327,1312.35,6,212,0,0,52,0,1
328,1519.05,6,135,1,2,61,0,0
329,916.06,5,110,0,2,54,1,0
330,526.99,5,198,3,4,19,0,1
331,760.02,5,100,2,0,46,1,1
332,2227.27,4,52,3,1,31,0,0
333,121.75,6,3,3,1,39,1,1
334,285.07,10,109,0,0,40,1,1
335,170.64,6,159,0,4,68,1,0
336,162.37,3,344,3,4,41,1,1
337,3001.3,7,63,0,2,37,1,0
338,1924.36,8,152,0,2,47,0,0
339,1064.18,6,176,2,0,36,0,1
340,254.44,8,100,0,1,20,1,1
341,1114.78,8,291,0,3,69,1,0
342,1062.18,9,25,2,4,51,1,0
343,385.29,8,184,1,0,29,0,1
344,953.35,4,359,1,3,51,2,0
345,862.5,5,247,0,0,22,0,0
346,1535.08,5,21,1,1,64,2,0
347,1612.17,4,143,0,3,24,1,0
348,169.54,8,226,0,4,62,0,0
349,804.08,8,131,2,0,32,0,0
350,1574.69,4,10,1,0,42,0,1
351,1149.16,8,178,0,2,35,1,0
352,3012.02,9,207,1,1,41,1,1
353,1712.46,4,126,0,0,41,1,0
354,366.78,5,336,0,4,48,0,0
355,209.77,8,13,2,3,56,1,0
356,1642.59,2,44,2,2,27,0,0
357,140.3,5,236,1,3,21,1,1
358,1422.02,3,175,2,3,24,0,1
359,4325.88,3,250,1,2,43,1,0
360,1385.17,6,55,0,0,22,1,0
361,836.95,7,161,0,1,47,1,1
362,1646.24,6,272,0,1,20,1,0
363,1019.43,5,48,1,3,25,1,0
364,1283.22,6,291,1,3,68,1,0
365,4357.19,8,51,0,1,37,0,0
366,831.89,5,334,2,4,49,1,1
367,4973.64,3,105,0,4,34,1,1
368,3636.36,10,347,1,3,65,0,1
369,426.84,5,242,2,1,55,0,0
370,207.83,4,363,0,2,62,1,0
371,259.34,5,350,2,0,56,1,0
372,127.58,5,291,1,2,41,0,0
373,248.81,7,351,0,4,42,1,1
374,1823.31,5,12,0,4,67,1,0
375,210.77,7,104,0,4,57,0,0
376,676.24,10,35,1,3,28,0,0
377,2895.29,4,226,0,3,43,0,0
378,135.32,4,167,1,2,26,1,0
379,2626.8,9,128,1,2,21,1,0
380,596.63,7,352,0,2,41,1,1
381,288.63,2,204,0,4,29,1,0
382,1889.73,8,284,0,0,56,1,0
383,1587.1,6,211,0,0,58,0,1
384,3249.12,8,11,0,1,49,0,0
385,2092.44,6,284,2,1,58,0,0
386,2540.49,3,232,1,4,66,0,0
387,597.0,7,20,3,1,61,0,0
388,393.0,8,243,0,0,24,2,0
389,2183.13,6,314,2,3,65,1,0
390,2566.31,7,296,1,4,40,1,1
391,7085.51,6,263,0,3,33,0,0
392,898.12,7,342,1,1,21,2,1
393,797.87,4,256,3,3,67,1,0
394,2346.93,5,76,0,2,19,1,0
395,725.1,6,349,1,4,50,0,1
396,4105.21,9,35,0,4,62,1,0
397,3032.26,11,107,2,1,63,1,0
398,940.53,6,150,1,0,63,0,1
399,2184.68,4,274,0,3,32,1,0
400,2206.95,8,86,0,3,63,0,0
401,263.26,3,83,0,3,36,0,0
402,3592.67,7,34,1,3,45,0,1
403,1155.56,7,330,2,1,44,0,0
404,2727.0,7,83,1,3,41,0,0
405,678.6,6,102,0,2,39,0,1
406,3488.19,1,9,2,3,54,0,1
407,839.48,7,307,0,2,68,1,1
408,116.35,5,28,1,3,46,1,0
409,3636.86,7,222,1,0,48,0,0
410,243.59,4,281,1,3,59,1,1
411,676.98,7,210,0,4,55,0,0
412,4595.46,4,26,0,3,52,0,1
413,4611.92,6,147,0,0,68,1,1
414,1378.0,3,219,0,3,39,0,0
415,1598.85,5,356,1,0,56,2,0
416,992.52,8,68,1,2,62,0,0
417,620.53,7,305,1,1,54,1,0
418,697.73,8,26,3,1,37,0,0
419,1774.49,7,301,0,2,34,1,0
420,2193.76,3,323,0,3,40,1,0
421,2452.29,1,117,0,4,37,0,0
422,2438.25,5,100,1,4,53,1,0
423,243.46,6,135,1,0,36,1,0
424,1123.07,3,266,2,3,21,1,0
425,188.92,4,196,0,0,40,0,0
426,1296.19,7,150,3,3,28,0,0
427,973.83,10,254,1,3,18,0,0
428,3379.93,7,309,0,3,20,1,0
429,748.29,5,29,1,4,65,0,0
430,286.76,3,127,0,0,36,0,0
431,331.46,7,191,0,2,24,0,1
432,2250.15,8,189,1,2,65,1,0
433,1544.36,3,312,0,1,64,1,1
434,259.91,7,121,0,4,54,2,0
435,231.78,9,236,2,2,34,0,1
436,1910.81,5,313,0,2,61,1,0
437,213.32,7,37,1,0,27,0,0
438,2687.78,7,269,1,1,53,1,1
439,1937.5,2,225,3,0,55,1,0
440,227.27,8,47,0,4,54,1,0
441,232.98,7,331,2,0,58,1,0
442,6573.19,6,192,0,3,60,2,0
443,803.26,4,353,2,0,24,1,0
444,794.58,8,91,1,4,26,1,0
445,2613.36,5,359,1,1,46,1,1
446,4513.25,3,146,0,0,39,1,0
447,6503.16,8,118,1,2,54,1,0
448,2199.85,6,173,0,4,47,0,1
449,808.03,9,237,2,2,50,1,1
450,230.79,8,233,1,0,64,1,0
451,2351.86,6,24,2,1,66,1,0
452,1326.04,5,86,0,1,39,0,1
453,928.05,4,59,0,0,59,1,0
454,3652.36,10,255,3,4,33,0,0
455,276.82,5,259,2,3,20,1,0
456,1117.76,9,67,0,0,63,1,1
457,117.13,5,14,1,0,27,0,0
458,1048.53,3,96,0,1,57,0,0
459,186.93,3,272,0,0,34,1,0
460,289.74,6,217,1,0,28,1,0
461,287.54,9,197,0,1,45,0,0
462,1671.35,6,190,1,1,34,1,0
463,2155.9,7,187,0,4,50,1,0
464,1413.33,4,351,1,2,68,1,0
465,5012.08,6,149,1,0,61,1,1
466,804.69,9,317,0,3,47,0,0
467,604.7,5,51,0,3,40,0,0
468,3144.25,6,201,0,0,55,1,1
469,479.62,2,85,0,0,23,0,0
470,5054.31,6,201,2,1,66,1,0
471,118.34,7,10,2,4,34,1,1
472,5353.79,4,268,2,4,30,0,0
473,166.18,7,212,3,1,59,1,0
474,3426.58,6,255,0,3,36,2,1
475,1225.21,6,353,0,2,35,0,0
476,7535.24,7,192,3,3,50,0,0
477,214.99,7,199,2,3,19,1,0
478,1310.66,8,257,1,2,61,1,0
479,5325.36,7,14,0,2,42,0,0
480,1210.67,6,173,0,4,40,1,1
481,1588.94,7,200,5,2,28,1,0
482,1884.85,7,337,1,1,22,0,0
483,1009.19,6,62,0,2,58,0,1
484,1581.51,11,45,0,3,33,1,0
485,1416.74,5,335,0,1,28,0,0
486,3571.35,9,244,1,2,21,0,1
487,169.77,7,156,0,4,46,0,1
488,594.76,5,264,1,4,26,1,0
489,4605.99,6,280,1,3,35,1,0
490,3414.51,5,7,1,0,35,1,0
491,1012.26,7,28,3,3,55,1,0
492,1551.9,3,90,1,2,44,0,1
493,587.31,3,209,0,3,23,2,1
494,412.61,10,191,1,1,53,1,0
495,1034.59,2,230,2,3,44,1,0
496,753.93,4,6,1,4,28,1,0
497,1414.37,5,267,1,1,55,1,0
498,221.38,4,38,1,4,26,0,1
499,5597.44,3,32,2,3,30,1,0
500,6525.8,7,282,0,2,35,1,1
501,1896.8,3,223,1,3,64,0,0
502,1252.12,8,288,1,1,35,1,0
503,655.57,11,163,0,4,18,0,0
504,2621.36,2,130,0,3,46,0,0
505,1831.49,3,161,1,2,40,1,0
506,366.21,5,7,1,2,54,0,0
507,3727.45,5,213,3,0,49,0,0
508,2693.49,9,89,0,2,44,1,0
509,4587.61,7,80,1,3,35,1,1
510,2040.41,3,337,1,2,65,0,0
511,1525.61,7,353,0,2,64,0,1
512,912.55,9,359,1,1,33,0,1
513,4148.53,9,265,0,2,55,1,0
514,3115.59,3,323,0,3,42,1,1
515,169.41,6,176,2,2,65,0,0
516,140.08,5,163,1,4,18,1,0
517,808.52,4,318,0,0,60,0,0
518,2595.47,9,326,1,0,18,1,0
519,6646.41,4,211,0,1,50,1,1
520,344.51,8,248,0,3,27,1,0
521,1452.59,3,78,0,3,23,1,0
522,819.21,2,259,0,1,58,1,1
523,5355.56,6,6,0,0,62,0,0
524,2868.87,5,86,0,4,41,1,1
525,2833.29,5,309,1,0,23,0,0
526,1048.62,5,132,2,0,26,1,0
527,903.75,4,10,0,4,50,1,0
528,579.08,1,224,0,0,32,0,0
529,187.04,3,49,0,2,55,1,0
530,3100.64,4,13,2,3,53,1,0
531,2614.18,5,339,0,0,25,0,0
532,12358.67,3,171,1,4,67,0,0
533,8642.31,7,246,1,3,43,0,0
534,1315.98,6,358,1,3,24,0,0
535,2297.92,2,176,1,0,27,0,0
536,4444.26,9,218,0,0,35,0,0
537,2942.16,7,158,1,0,43,1,1
538,526.23,2,299,0,1,21,1,0
539,998.24,10,159,1,3,58,0,0
540,307.44,4,307,0,1,60,1,0
541,4720.34,10,294,1,0,25,0,0
542,1497.77,5,147,1,4,42,0,0
543,489.41,4,151,2,0,35,1,0
544,1770.74,8,174,1,0,64,0,1
545,1544.01,6,297,0,2,22,0,0
546,765.13,7,202,1,2,21,1,0
547,280.81,4,79,0,3,60,1,0
548,1770.16,8,269,0,3,25,0,0
549,1201.92,6,336,2,3,19,0,0
550,2319.71,9,102,0,1,20,0,1
551,1201.46,8,109,0,3,69,1,0
552,2967.66,4,44,1,2,47,1,0
553,1304.13,6,15,2,3,24,0,0
554,1334.67,10,4,0,0,67,0,0
555,3239.14,6,248,1,2,61,1,0
556,874.97,7,236,0,1,41,1,0
557,315.83,5,52,0,1,24,1,1
558,143.81,7,202,0,3,53,0,0
559,2210.59,7,360,1,1,18,1,0
560,1552.6,6,46,1,1,47,1,1
561,1926.5,7,59,0,2,65,0,0
562,459.22,5,174,0,3,51,1,0
563,319.92,5,32,1,3,23,0,0
564,121.98,8,149,2,0,18,0,0
565,747.53,8,285,1,3,43,1,0
566,1437.1,6,121,0,3,56,1,0
567,846.97,4,263,0,2,48,1,0
568,962.98,4,42,2,0,57,1,1
569,3617.59,4,255,3,0,57,1,1
570,742.15,3,330,0,3,19,1,0
571,1182.29,7,178,1,4,28,1,0
572,2396.31,4,86,2,0,62,0,0
573,857.62,4,17,1,3,69,0,1
574,1559.64,12,238,0,3,58,0,1
575,3074.71,5,133,0,2,55,0,0
576,4579.29,11,209,2,0,47,0,0
577,338.62,9,354,0,0,40,1,1
578,4017.49,4,196,0,4,33,0,0
579,1116.25,8,72,2,3,44,0,0
580,548.1,6,26,0,0,53,1,1
581,1021.88,4,89,0,1,40,1,0
582,5970.48,6,235,0,0,50,0,0
583,1117.74,7,39,1,3,39,0,1
584,697.92,6,323,1,1,56,0,0
585,1605.23,6,44,0,4,33,1,0
586,511.94,3,360,2,1,21,0,0
587,218.34,7,64,0,2,63,1,1
588,306.96,6,184,1,1,63,1,0
589,305.53,5,86,1,1,32,0,0
590,347.14,8,284,0,1,34,0,1
591,324.19,6,83,0,3,48,1,0
592,1636.13,7,259,0,4,56,1,0
593,401.12,7,254,1,1,48,1,0
594,736.21,7,283,1,2,52,1,0
595,3506.46,4,189,0,0,39,1,0
596,1063.57,6,331,1,1,39,0,0
597,1751.93,5,134,0,0,20,1,1
598,383.69,9,304,1,0,35,2,0
599,420.33,4,223,0,0,43,0,0
600,162.59,3,56,1,1,52,1,0
601,377.57,2,29,0,3,68,0,1
602,589.82,8,200,1,1,41,1,1
603,392.22,4,331,0,1,43,0,0
604,239.33,3,120,1,3,53,0,0
605,292.83,5,287,1,4,38,0,1
606,1026.44,7,321,2,3,65,0,0
607,446.64,3,71,2,1,66,1,1
608,779.47,8,330,2,1,24,1,0
609,1150.01,5,137,1,3,22,0,0
610,1858.69,11,63,1,2,48,1,0
611,160.16,9,77,0,3,32,0,1
612,2509.74,7,283,3,0,64,1,0
613,1582.89,8,18,2,3,19,1,1
614,227.94,4,166,0,2,35,1,0
615,3202.2,5,148,2,0,27,1,1
616,3905.04,9,186,1,1,69,0,0
617,194.53,6,76,1,4,63,1,0
618,586.27,5,28,1,3,19,0,1
619,2561.4,5,44,0,3,27,0,0
620,2169.04,6,321,1,3,57,0,1
621,405.97,6,137,0,3,29,1,0
622,452.35,5,362,0,2,64,1,1
623,794.18,4,113,1,0,39,0,0
624,1093.99,7,161,0,2,58,1,0
625,1544.5,9,245,0,4,38,1,1
626,790.47,6,106,1,2,66,0,1
627,1031.34,6,9,1,3,45,0,0
628,2164.34,4,214,0,4,20,0,0
629,156.06,6,318,2,4,54,0,1
630,536.4,6,325,0,4,59,0,0
631,1974.24,11,118,0,1,45,0,0
632,3483.65,5,206,2,2,22,1,0
633,1175.17,5,204,0,4,22,1,0
634,1239.29,10,29,1,0,26,1,0
635,270.04,6,208,2,4,41,1,0
636,989.71,5,304,4,0,54,1,0
637,1240.91,3,73,0,2,48,1,0
638,516.54,5,307,3,0,31,0,0
639,570.51,5,288,0,2,58,0,1
640,810.5,6,340,0,2,68,0,0
641,130.41,3,117,1,3,44,1,1
642,683.09,9,243,1,3,38,0,0
643,456.34,4,234,2,1,40,1,0
644,695.12,6,208,2,3,55,1,0
645,291.34,5,147,1,0,21,0,1
646,3418.12,6,332,1,4,21,0,0
647,1450.6,8,81,1,2,64,1,0
648,1804.95,7,98,2,3,22,1,1
649,2435.06,8,297,0,2,30,1,0
650,1135.05,4,242,0,0,62,0,1
651,236.4,9,290,0,3,49,1,0
652,1255.39,4,21,0,3,68,2,0
653,1425.88,7,170,3,4,22,0,0
654,2152.32,7,105,0,4,48,1,0
655,947.55,7,67,1,3,63,0,0
656,304.73,4,100,0,2,32,2,0
657,600.64,2,237,1,0,35,1,1
658,776.67,7,252,0,0,57,1,0
659,1657.34,6,83,0,4,66,0,0
660,1368.67,3,21,0,2,35,1,1
661,760.31,5,204,1,2,45,2,1
662,6559.29,11,175,1,1,25,0,1
663,1496.25,4,156,0,1,45,1,0
664,506.19,12,191,3,1,31,1,1
665,261.01,3,311,0,0,22,1,1
666,348.83,4,12,0,0,35,0,0
667,523.46,4,286,0,3,24,0,1
668,362.75,3,268,0,3,35,0,0
669,409.74,4,231,0,0,36,2,0
670,603.41,7,167,0,2,68,1,1
671,385.6,7,274,1,2,33,0,0
672,3506.13,8,249,0,4,32,1,0
673,225.45,4,280,0,1,49,0,1
674,1215.12,6,140,1,4,60,1,0
